phrase_name,tag_CK,count_CK,tag_j,count_j,total_count_CK,total_count_j,modified_count,modified_tag
壓縮,VC2,60,v,718,60,718,125,v
壓縮力,Nad,0,n,3,0,3,0,n
壓縮器,Nab,0,n,4,0,4,0,n
壓縮性,Nad,0,n,26,0,26,2,n
壓縮機,Nab,1,n,79,1,79,8,n
壓縮氧,Naa,0,n,3,0,3,0,n
壓路機,Nab,0,n,12,0,12,1,n
壓軸,"Nv4, VA4","0, 11",n,28,11,28,15,n
壓軸戲,Nac,4,n,18,4,18,5,n
壓迫,"Nv1, VC2","0, 140",v,1546,140,1546,435,v
壓逼,VC2,0,v,3,0,3,0,v
壓陣,VA4,1,n,26,1,26,3,n
壓隊,VA4,0,n,3,0,3,0,n
壓電性,Nad,0,n,3,0,3,0,n
壓驚,VB11,1,v,40,1,40,4,v
壕,b,0,n,411,0,411,41,n
壕溝,Nab,9,n,153,9,153,23,n
壘,Nab,7,"v, zg","433, 84",7,517,"48, 9","v, zg"
壘塊,Nab,0,n,3,0,3,0,n
壘外,Ncc,0,v,3,0,3,0,v
壘球,Nab,30,n,61,30,61,33,n
壙,b,0,"ng, zg","18, 26",0,44,"1, 2","ng, zg"
壚,b,0,zg,13,0,13,1,zg
壞,"VH11, VH16","48, 339",a,4624,387,4624,1273,a
壞主意,Nac,0,n,9,0,9,0,n
壞事,Nac,64,n,596,64,596,117,n
壞人,Nab,105,n,691,105,691,163,n
壞心,VH11,5,n,3,5,3,4,n
壞心眼,Nad,0,n,3,0,3,0,n
壞惡,VH11,0,n,3,0,3,0,n
壞東西,Nab,0,n,19,0,19,1,n
壞死,VH11,25,v,228,25,228,45,v
壞球,"Nab, Nac","2, 0",n,3,2,3,2,n
壞疽,Nad,1,n,23,1,23,3,n
壞良心,Nad,0,n,3,0,3,0,n
壞處,Nac,19,n,94,19,94,26,n
壞蛋,Nab,12,n,121,12,121,22,n
壞血病,Nad,4,n,18,4,18,5,n
壞血酸,Naa,0,n,3,0,3,0,n
壞話,Nac,14,n,149,14,149,27,n
壞透,VH11,1,v,3,1,3,1,v
壟,Nfc,0,v,148,0,148,14,v
壟坎,Nab,0,n,3,0,3,0,n
壟斷,"Nv1, VC2","0, 102",v,1687,102,1687,429,v
壟畝,Nab,0,n,3,0,3,0,n
壤,b,0,n,274,0,274,27,n
壤土,Naa,0,n,86,0,86,8,n
壩,b,0,n,919,0,919,91,n
壩子,Nab,0,n,53,0,53,5,n
士,b,0,n,2429,0,2429,242,n
士人,Nab,1,n,183,1,183,19,n
士兵,Nab,73,n,3681,73,3681,433,n
士卒,Naeb,0,nr,301,0,301,30,nr
士大夫,Nab,10,nr,295,10,295,38,nr
士子,Nab,2,n,94,2,94,11,n
士官,Nab,7,n,463,7,463,52,n
士官兵,Nab,2,nr,3,2,3,2,nr
士官長,Nab,1,nr,3,1,3,1,nr
士徒,Nab,0,n,3,0,3,0,n
士敏土,Naa,0,nr,3,0,3,0,nr
士族,Naeb,0,n,230,0,230,23,n
士林,Nca,37,nr,74,37,74,40,nr
士林區,Nca,8,nr,2,8,2,7,nr
士民,Naeb,1,n,74,1,74,8,n
士氣,Nad,69,n,724,69,724,134,n
士為知己者死,VH11,0,i,16,0,16,1,i
士農工商,Naeb,5,n,3,5,3,4,n
壬,Neu,1,m,176,1,176,18,m
壯,VH17,80,v,1577,80,1577,229,v
壯丁,Nab,8,nz,120,8,120,19,nz
壯健,VH11,4,a,64,4,64,10,a
壯圍,Nca,1,n,3,1,3,1,n
壯士,Nab,4,n,239,4,239,27,n
壯大,"Nv4, VH16","0, 35",a,929,35,929,217,a
壯實,VH11,2,a,67,2,67,8,a
壯年,Nad,26,t,92,26,92,32,t
壯年人,Nab,4,n,8,4,8,4,n
壯志,Nad,9,n,68,9,68,14,n
壯志凌雲,VH11,0,nz,15,0,15,1,nz
壯志未酬,VH11,2,i,18,2,18,3,i
壯潤,VH11,0,nz,3,0,3,0,nz
壯烈,VH11,13,a,235,13,235,35,a
壯烈犧牲,VH11,0,i,3,0,3,0,i
壯盛,VH11,2,nz,3,2,3,2,nz
壯碩,VH11,12,a,13,12,13,12,a
壯美,VH11,3,nz,61,3,61,8,nz
壯膽,VB11,3,ad,81,3,81,10,ad
壯舉,Nac,7,v,140,7,140,20,v
壯觀,VH11,96,a,483,96,483,134,a
壯麗,VH11,42,a,1596,42,1596,197,a
壹,Neu,39,zg,31,39,31,38,zg
壺,"Nab, Nfe","52, 15","q, zg","1392, 4",67,1396,"292, 47","q, zg"
壺中物,Naa,0,n,3,0,3,0,n
壺口,Ncb,0,ns,14,0,14,1,ns
壺嘴,Nab,0,ns,34,0,34,3,ns
壺盧,Nab,0,ns,3,0,3,0,ns
壼,b,0,zg,4,0,4,0,zg
壽,b,0,n,824,0,824,82,n
壽命,Nad,62,n,1155,62,1155,171,n
壽堂,Ncb,1,nr,3,1,3,1,nr
壽山,Nca,22,ns,101,22,101,29,ns
壽數,Nad,0,n,16,0,16,1,n
壽星,Nab,10,nr,81,10,81,17,nr
壽桃,Nab,1,n,25,1,25,3,n
壽比南山,VH11,1,ns,16,1,16,2,ns
壽相,Nad,0,n,3,0,3,0,n
壽禮,Nab,0,nr,61,0,61,6,nr
壽糕,Nab,0,n,3,0,3,0,n
壽終,VH11,2,nr,3,2,3,2,nr
壽終正寢,VH11,5,i,26,5,26,7,i
壽考,Nad,1,nr,8,1,8,1,nr
壽衣,Nab,3,n,49,3,49,7,n
壽誕,Nad,0,n,20,0,20,2,n
壽辰,Nad,0,nr,42,0,42,4,nr
壽險,Nad,9,n,54,9,54,13,n
壽麵,Naa,2,n,9,2,9,2,n
夏,"Nbc, Ndabb","49, 0",nr,5257,49,5257,1095,nr
夏令,Ndabb,0,nr,10,0,10,1,nr
夏令營,Nac,38,nr,66,38,66,40,nr
夏令衛生,Nad,0,nr,3,0,3,0,nr
夏國,Nca,0,ns,35,0,35,3,ns
夏天,Ndabb,0,t,3821,0,3821,382,t
夏威夷,Nca,83,nr,312,83,312,105,nr
夏威夷島,Nca,1,ns,3,1,3,1,ns
夏威夷州,Nca,2,ns,15,2,15,3,ns
夏娃,Nba,26,nr,50,26,50,28,nr
夏季,Ndabb,0,t,1492,0,1492,149,t
夏布,Nab,0,nr,59,0,59,5,nr
夏日,Ndabd,0,t,212,0,212,21,t
夏曆,"Nab, Nad","0, 0",t,80,0,80,16,t
夏朝,Ndaab,0,t,87,0,87,8,t
夏爐冬扇,VH11,0,n,3,0,3,0,n
夏眠,VA12,0,nr,9,0,9,0,nr
夏禹,Nba,2,nr,46,2,46,6,nr
夏至,Ndabd,0,t,198,0,198,19,t
夔峽,Nca,1,ns,3,1,3,1,ns
夕,Ndabe,0,tg,406,0,406,40,tg
夕照,Nad,3,n,40,3,40,6,n
夕陽,Nab,76,ns,299,76,299,98,ns
夕陽工業,Nac,2,n,3,2,3,2,n
夕陽西下,VH11,8,ns,42,8,42,11,ns
夕陽餘暉,Nad,0,n,3,0,3,0,n
外,Ng,1781,f,35084,1781,35084,5111,f
外事科,Ncb,0,n,3,0,3,0,n
外事處,Ncb,0,n,3,0,3,0,n
外交,Nad,290,n,4781,290,4781,739,n
外交使節,Nab,2,n,3,2,3,2,n
外交史,Nac,2,n,41,2,41,5,n
外交團,Nab,0,nt,4,0,4,0,nt
外交學,Nad,0,nt,17,0,17,1,nt
外交官,Nab,32,n,360,32,360,64,n
外交家,Nab,2,n,52,2,52,7,n
外交界,Ncb,1,n,6,1,6,1,n
外交系,Ncb,6,n,3,6,3,5,n
外交部,Nca,88,nt,7223,88,7223,801,nt
外人,Nab,100,n,727,100,727,162,n
外來,A,130,f,925,130,925,209,f
外來語,Nac,1,nz,21,1,21,3,nz
外來風,Nad,0,n,3,0,3,0,n
外侮,Naea,5,n,72,5,72,11,n
外側,Nce,0,f,484,0,484,48,f
外傳,"Dk, Nab","25, 7",n,214,32,214,71,n
外債,Naeb,15,n,353,15,353,48,n
外傷,Nad,22,n,158,22,158,35,n
外僑,Nab,3,n,175,3,175,20,n
外公,Nab,72,n,311,72,311,95,n
外出,"Nv4, VA11","0, 87",v,741,87,741,226,v
外分泌腺,Naa,0,n,3,0,3,0,n
外力,Nac,21,n,326,21,326,51,n
外功,Nad,2,n,37,2,37,5,n
外加,VC31,58,v,324,58,324,84,v
外務,Nac,7,n,25,7,25,8,n
外務員,Nab,2,n,3,2,3,2,n
外務省,Nca,7,nt,31,7,31,9,nt
外務部,Ncb,0,nt,37,0,37,3,nt
外勤,Nad,17,n,11,17,11,16,n
外匯,Naeb,92,n,1386,92,1386,221,n
外匯存底,Naeb,30,n,3,30,3,27,n
外匯局,Nca,1,nt,6,1,6,1,nt
外匯市場,Ncb,0,n,3,0,3,0,n
外史,Nac,0,n,50,0,50,5,n
外向,VH11,9,n,94,9,94,17,n
外商,Nab,91,n,951,91,951,177,n
外喬,Nab,0,nrt,3,0,3,0,nrt
外國,Nce,388,ns,7204,388,7204,1069,ns
外國人,Nab,135,n,801,135,801,201,n
外國語,Nac,9,nz,270,9,270,35,nz
外國語文,Naeb,2,n,3,2,3,2,n
外國貨,Nab,2,n,12,2,12,3,n
外圍,Nce,51,f,685,51,685,114,f
外地,Nce,46,n,1226,46,1226,164,n
外地人,Nab,18,n,132,18,132,29,n
外型,Nad,75,b,44,75,44,71,b
外埔,Nca,6,ns,3,6,3,5,ns
外埠,Nce,2,n,32,2,32,5,n
外堡,Nab,0,n,3,0,3,0,n
外壁,Nab,5,n,3,5,3,4,n
外壕,Nab,0,n,3,0,3,0,n
外太空,Ncb,9,n,3,9,3,8,n
外夷,Naea,1,n,3,1,3,1,n
外套,Nab,43,n,160,43,160,54,n
外套腔,Nab,0,n,3,0,3,0,n
外套膜,Naa,1,n,3,1,3,1,n
外奶奶,Nab,0,n,3,0,3,0,n
外姓,Nac,3,n,24,3,24,5,n
外婆,Nab,90,n,272,90,272,108,n
外婆家,Ncb,18,n,3,18,3,16,n
外子,Nab,4,n,3,4,3,3,n
外孫,Nab,13,n,118,13,118,23,n
外孫女,Nab,3,n,54,3,54,8,n
外孫女兒,Nab,0,n,3,0,3,0,n
外家,Ncb,2,n,3,2,3,2,n
外宿,VA4,2,n,3,2,3,2,n
外寇,Naeb,0,n,17,0,17,1,n
外島,Nce,7,n,3,7,3,6,n
外帶,VC31,5,n,39,5,39,8,n
外幣,Naeb,9,n,146,9,146,22,n
外幣存款,Naeb,2,n,3,2,3,2,n
外幣現金,Naeb,0,n,3,0,3,0,n
外弛內張,VH11,0,ns,3,0,3,0,ns
外強中乾,VH11,1,"l, ns","39, 3",1,42,"4, 0","l, ns"
外形,Nad,30,n,693,30,693,96,n
外心,Nad,0,n,6,0,6,0,n
外快,Naeb,9,v,23,9,23,10,v
外患,Nab,4,n,71,4,71,10,n
外患罪,Nac,0,n,3,0,3,0,n
外感,Nad,0,n,138,0,138,13,n
外戚,Nab,0,n,218,0,218,21,n
外援,Naeb,5,n,592,5,592,63,n
外放,VC32,2,v,34,2,34,5,v
外文,Nac,18,n,657,18,657,81,n
外文系,Ncb,28,n,24,28,24,27,n
外方內圓,VH11,0,n,3,0,3,0,n
外族,Nab,15,n,84,15,84,21,n
外景,Nab,12,n,55,12,55,16,n
外欠,VD2,0,n,3,0,3,0,n
外殼,Nab,34,n,237,34,237,54,n
外洋,Nce,1,n,3,1,3,1,n
外流,"Nv4, VA11","0, 30",n,238,30,238,74,n
外海,Nce,50,f,128,50,128,57,f
外港,Ncb,10,ns,3,10,3,9,ns
外營力,Nad,0,n,23,0,23,2,n
外甥,Nab,6,n,265,6,265,31,n
外甥女,Nab,4,n,71,4,71,10,n
外界,Ncdb,231,n,1629,231,1629,370,n
外痔,"Nab, Nad, VH11","0, 0, 0",n,6,0,6,1,n
外皮,Naa,9,n,551,9,551,63,n
外相,Nab,7,n,83,7,83,14,n
外省,Nce,34,n,175,34,175,48,n
外祖,Nab,0,n,3,0,3,0,n
外祖母,Nab,1,n,318,1,318,32,n
外祖父,Nab,10,n,128,10,128,21,n
外祖父母,Naeb,0,n,3,0,3,0,n
外科,Ncb,58,n,660,58,660,118,n
外科學,Nad,0,nt,32,0,32,3,nt
外科醫生,Nab,3,nz,3,3,3,3,nz
外籍,A,103,n,305,103,305,123,n
外線,Nce,20,n,85,20,85,26,n
外縣,Nce,2,ns,36,2,36,5,ns
外縣市,Ncb,9,n,3,9,3,8,n
外耳,Nab,1,n,23,1,23,3,n
外聽道,Ncb,0,n,3,0,3,0,n
外胚層,Nab,0,n,42,0,42,4,n
外舅,Nab,0,n,3,0,3,0,n
外蒙,Nca,28,n,14,28,14,26,n
外號,Nac,25,n,494,25,494,71,n
外行,VI2,14,n,95,14,95,22,n
外行人,Nab,10,n,14,10,14,10,n
外衣,Nab,29,n,293,29,293,55,n
外表,Nad,156,n,883,156,883,228,n
外袍,Nab,0,n,3,0,3,0,n
外親,Nab,0,n,3,0,3,0,n
外觀,Nad,91,n,626,91,626,144,n
外角,Nab,3,n,3,3,3,3,n
外語,Nac,49,n,1187,49,1187,162,n
外貌,Nad,33,n,438,33,438,73,n
外財,Naeb,0,n,5,0,5,0,n
外貨,Nab,0,n,7,0,7,0,n
外貿,Nad,39,n,1887,39,1887,223,n
外貿協會,Nca,0,nt,3,0,3,0,nt
外資,Naeb,45,n,2363,45,2363,276,n
外賓,Nab,13,n,74,13,74,19,n
外逃,VA11,7,v,108,7,108,17,v
外遇,"Nac, VA4","40, 3",n,74,43,74,53,n
外道,Nad,0,n,20,0,20,2,n
外邊,Ncdb,16,f,945,16,945,108,f
外部,Ncdb,75,f,1356,75,1356,203,f
外鄉,Nce,1,n,22,1,22,3,n
外鄉人,Nab,0,n,65,0,65,6,n
外重內輕,VH11,0,nz,3,0,3,0,nz
外野,Ncb,25,n,3,25,3,22,n
外野手,Nab,11,n,3,11,3,10,n
外銷,"Nv4, VC1","0, 133",n,168,133,168,153,n
外長,Nab,55,n,1180,55,1180,167,n
外間,"Nab, Ncdb","3, 0",f,192,3,192,41,f
外陰部,Nab,0,n,3,0,3,0,n
外雙溪,Nca,26,ns,3,26,3,23,ns
外電,Nac,24,n,281,24,281,49,n
外面,Ncdb,322,f,4049,322,4049,694,f
外頭,Ncdb,46,n,556,46,556,97,n
夙,b,0,n,73,0,73,7,n
夙夜,Dd,0,n,15,0,15,1,n
夙怨,Nad,0,n,5,0,5,0,n
夙昔,Dd,0,n,3,0,3,0,n
夙緣,Nad,0,n,3,0,3,0,n
夙興夜寐,VA12,0,i,4,0,4,0,i
夙願,Nad,2,n,72,2,72,9,n
多,"!A, Dbb, Dfa, Neqa, Neqb, VH13","0, 1567, 559, 1971, 0, 2751",m,98900,6848,98900,65503,m
多久,Nddc,0,m,1215,0,1215,121,m
多事之秋,Nad,1,i,22,1,22,3,i
多倫多,Nca,17,nrt,155,17,155,30,nrt
多倫縣,Nca,0,ns,5,0,5,0,ns
多元,A,105,m,516,105,516,146,m
多元化,Nv4,160,vn,455,160,455,189,vn
多元性,Nad,10,n,14,10,14,10,n
多元酯,Naa,0,nz,3,0,3,0,nz
多半,Neqa,336,m,1619,336,1619,464,m
多嘴,VH11,4,ns,49,4,49,8,ns
多多少少,Dbb,21,m,113,21,113,30,m
多多益善,VH11,7,i,49,7,49,11,i
多媒體,Nab,525,n,545,525,545,527,n
多寡,Nad,51,b,189,51,189,64,b
多寡不拘,VH11,0,j,3,0,3,0,j
多少,Neqa,1034,m,10457,1034,10457,1976,m
多年生,A,6,b,240,6,240,29,b
多彩,b,0,b,55,0,55,5,b
多彩多姿,VH11,11,i,18,11,18,11,i
多得是,VH11,1,d,3,1,3,1,d
多心,VH21,3,n,64,3,64,9,n
多情,VH21,19,n,93,19,93,26,n
多愁善感,VH21,7,l,32,7,32,9,l
多才多藝,VH11,14,i,55,14,55,18,i
多數,Neqa,360,m,4471,360,4471,771,m
多方,A,53,m,506,53,506,98,m
多方阻擾,VC2,0,i,3,0,3,0,i
多方面,A,17,m,135,17,135,28,m
多明尼加,Nca,5,ns,3,5,3,4,ns
多樣化,"Nv4, VH16","0, 90",l,459,90,459,172,l
多此一舉,VH11,5,l,37,5,37,8,l
多毛性,Nad,0,n,3,0,3,0,n
多汁,VH11,8,n,3,8,3,7,n
多災多難,VH11,2,l,27,2,27,4,l
多爾袞,Nba,1,nrt,1161,1,1161,117,nrt
多瑙河,Nca,3,ns,273,3,273,30,ns
多瓣,A,0,b,3,0,3,0,b
多產,VH11,5,n,73,5,73,11,n
多疑,VH21,6,d,146,6,146,20,d
多發性,Nad,2,n,73,2,73,9,n
多禮,VH11,1,nz,29,1,29,3,nz
多端,VH11,1,m,79,1,79,8,m
多管閒事,VH11,8,l,58,8,58,13,l
多維,A,3,m,61,3,61,8,m
多義,Nad,0,n,21,0,21,2,n
多脂,VH11,1,n,3,1,3,1,n
多虧,Dbb,13,d,228,13,228,34,d
多角化,"Nv4, VH16","0, 13",ns,3,13,3,12,ns
多角形,Nac,0,n,23,0,23,2,n
多言必失,VH11,0,i,3,0,3,0,i
多謝,VJ2,11,nrt,911,11,911,101,nrt
多財善賈,VH11,0,l,3,0,3,0,l
多退少補,VA4,0,i,3,0,3,0,i
多達,VJ3,61,nrt,278,61,278,82,nrt
多邊,A,6,r,290,6,290,34,r
多邊形,Nac,0,n,63,0,63,6,n
多邊條約,Nac,0,ns,3,0,3,0,ns
多采多姿,VH11,57,i,3,57,3,51,i
多重,A,89,m,243,89,243,104,m
多重人格,Nad,0,l,3,0,3,0,l
多量,A,3,m,3,3,3,3,m
多難,VH11,9,d,83,9,83,16,d
多難興邦,VA4,0,i,4,0,4,0,i
多音節,Nad,2,n,3,2,3,2,n
多項式,Nac,1,l,84,1,84,9,l
多頭,A,0,m,125,0,125,12,m
多餘,A,74,m,596,74,596,126,m
多麼,Dfa,288,r,2899,288,2899,549,r
多點,Neqa,10,m,129,10,129,21,m
夜,Ndabe,0,t,4020,0,4020,402,t
夜不閉戶,VH11,0,l,9,0,9,0,l
夜以繼日,Dd,5,i,43,5,43,8,i
夜作,VA4,0,n,3,0,3,0,n
夜來香,Nab,0,nr,12,0,12,1,nr
夜光,Naa,0,n,27,0,27,2,n
夜光杯,Nab,0,n,27,0,27,2,n
夜光漆,Naa,0,n,3,0,3,0,n
夜光質,Naa,0,n,3,0,3,0,n
夜光錶,Nab,0,n,5,0,5,0,n
夜勤,Nad,0,n,8,0,8,0,n
夜半,Ndabe,0,t,85,0,85,8,t
夜叉,Nab,0,n,76,0,76,7,n
夜場,Nac,1,n,8,1,8,1,n
夜工,Nad,0,n,21,0,21,2,n
夜市,Ncb,68,n,62,68,62,67,n
夜幕,Nad,14,n,249,14,249,37,n
夜幕沉沉,VH11,0,l,3,0,3,0,l
夜明星,Nab,0,nr,3,0,3,0,nr
夜明珠,Nab,1,nr,94,1,94,10,nr
夜晚,Ndabe,0,t,1487,0,1487,148,t
夜景,Nad,23,n,488,23,488,69,n
夜曲,Nac,1,n,23,1,23,3,n
夜有所夢,VA4,0,i,9,0,9,0,i
夜校,Ncb,13,n,58,13,58,17,n
夜校生,Nab,5,n,3,5,3,4,n
夜涼如水,VH11,0,l,3,0,3,0,l
夜深,VH11,13,t,132,13,132,24,t
夜深人靜,VH11,11,i,88,11,88,18,i
夜營,VA4,0,n,3,0,3,0,n
夜班,Nad,1,n,95,1,95,10,n
夜生活,Nad,16,i,58,16,58,20,i
夜盲,Nad,0,n,8,0,8,0,n
夜盲症,Nad,2,n,21,2,21,3,n
夜禱,VA4,0,v,3,0,3,0,v
夜空,Ncb,33,n,235,33,235,53,n
夜總會,Ncb,21,n,52,21,52,24,n
夜航,VA11,0,j,38,0,38,3,j
夜色,Nad,24,n,388,24,388,60,n
夜行,VA11,5,n,93,5,93,13,n
夜行人,Nab,2,n,3,2,3,2,n
夜裡,Nddc,0,t,1459,0,1459,145,t
夜襲,VC2,3,v,73,3,73,10,v
夜警,Nab,4,n,3,4,3,3,n
夜貓,Nab,0,n,3,0,3,0,n
夜貓子,Nab,2,nr,35,2,35,5,nr
夜車,Nab,7,n,9,7,9,7,n
夜遊,VA4,9,n,38,9,38,11,n
夜郎自大,VH11,0,i,12,0,12,1,i
夜長夢多,VH11,1,l,40,1,40,4,l
夜間,Ndabe,0,t,1398,0,1398,139,t
夜間班,Ncb,0,n,3,0,3,0,n
夜間部,Ncb,120,n,3,120,3,108,n
夜闌,b,0,nr,3,0,3,0,nr
夜闌人靜,VH11,3,i,7,3,7,3,i
夜靜更深,VH11,0,i,7,0,7,0,i
夜飯,Naa,0,n,8,0,8,0,n
夜鶯,Nab,1,n,19,1,19,2,n
夜鷹,Nab,0,n,28,0,28,2,n
夠,"Dfa, Dfb, VH15","314, 13, 612",zg,4088,939,4088,2071,zg
夠受,VH11,0,v,3,0,3,0,v
夠受的,VH21,2,l,6,2,6,2,l
夠味,VH11,1,a,3,1,3,1,a
夠得上,VG2,2,l,3,2,3,2,l
夠數,VH11,0,a,3,0,3,0,a
夠朋友,VH11,2,l,42,2,42,6,l
夠本,VH11,4,a,29,4,29,6,a
夠瞧,VH11,1,v,3,1,3,1,v
夠面子,VH11,0,l,3,0,3,0,l
夢,Nac,398,"n, zg","3719, 2",398,3721,"729, 1","n, zg"
夢中人,Nab,1,nr,22,1,22,3,nr
夢兆,Nac,0,nz,2,0,2,0,nz
夢囈,Nac,5,n,23,5,23,6,n
夢境,Nac,37,n,243,37,243,57,n
夢寐以求,VA4,12,i,124,12,124,23,i
夢幻,Nad,51,n,227,51,227,68,n
夢幻泡影,Nad,0,i,8,0,8,0,i
夢想,"Nac, VE2","138, 23",n,1194,161,1194,383,n
夢見,VE2,25,v,367,25,367,59,v
夢話,Nac,4,n,35,4,35,7,n
夢語,Nad,1,nz,2,1,2,1,nz
夢遊,"Nad, VC1","0, 13",n,68,13,68,25,n
夢遺,VA4,11,n,4,11,4,10,n
夢鄉,Ncb,22,n,61,22,61,25,n
夢露,Nba,0,v,18,0,18,1,v
夢魘,Nac,33,n,60,33,60,35,n
夤,b,0,t,48,0,48,4,t
夤緣,VA4,0,v,7,0,7,0,v
夥,Nfc,29,"n, zg","1298, 325",29,1623,"144, 43","n, zg"
夥伴,Nab,121,n,1611,121,1611,270,n
夥同,VC2,33,n,49,33,49,34,n
夥計,Nab,4,n,496,4,496,53,n
大,VH13,11577,a,144099,11577,144099,24829,a
大丈夫,Nab,11,n,435,11,435,53,n
大三,Nad,52,m,146,52,146,61,m
大不了,"Dbb, VH11, VJ3","6, 16, 1",l,181,23,181,75,l
大不列顛,Nca,4,ns,106,4,106,14,ns
大不如前,VH11,6,i,3,6,3,5,i
大不敬,VI1,3,i,31,3,31,5,i
大不相同,VH11,28,i,3,28,3,25,i
大主教,Nab,1,nz,102,1,102,11,nz
大乘,Nba,2,nz,284,2,284,30,nz
大事,Nac,58,n,4301,58,4301,482,n
大事宣傳,VC2,1,nz,3,1,3,1,nz
大事鋪張,VH11,1,n,3,1,3,1,n
大二,Nad,49,m,75,49,75,51,m
大亨,Nab,6,nr,39,6,39,9,nr
大人,Nab,326,n,3573,326,3573,650,n
大人物,Nab,20,n,57,20,57,23,n
大仁藥專,Nca,0,nr,3,0,3,0,nr
大仙,Nab,11,n,38,11,38,13,n
大伯,Nab,0,ns,222,0,222,22,ns
大佐,Nab,2,nr,9,2,9,2,nr
大作,"Nab, VC31, VH11","12, 15, 4",n,435,31,435,158,n
大使,Nab,48,n,1498,48,1498,193,n
大使館,Ncb,32,n,279,32,279,56,n
大便,"Naa, VA4","29, 0",d,245,29,245,75,d
大修,VC2,8,nr,311,8,311,38,nr
大個兒,Nab,0,m,39,0,39,3,m
大個子,Nab,0,m,220,0,220,22,m
大儒,Nab,3,nr,3,3,3,3,nr
大元帥,Nab,0,nr,511,0,511,51,nr
大兄,Nab,1,n,3,1,3,1,n
大內,Nca,8,nz,283,8,283,35,nz
大公,Nab,12,n,437,12,437,54,n
大公國,Nab,5,ns,32,5,32,7,ns
大公報,Nba,10,n,96,10,96,18,n
大公無私,VH11,6,i,39,6,39,9,i
大兵,Nab,14,n,204,14,204,33,n
大典,Nac,25,b,2685,25,2685,291,b
大凡,Cbba,6,d,181,6,181,23,d
大刀,Nab,5,n,765,5,765,81,n
大刀闊斧,VH11,15,i,110,15,110,24,i
大刑,Nad,0,n,16,0,16,1,n
大別,VH11,0,d,4,0,4,0,d
大前天,Ndabd,0,i,19,0,19,1,i
大前年,Ndaba,0,t,8,0,8,0,t
大前提,Nac,5,nr,17,5,17,6,nr
大力,Dh,130,n,2526,130,2526,369,n
大力士,Nab,5,n,40,5,40,8,n
大功,Nac,14,n,586,14,586,71,n
大功告成,VH11,13,i,135,13,135,25,i
大動脈,Nab,2,n,97,2,97,11,n
大勢,Nad,49,n,173,49,173,61,n
大勢所趨,VH11,0,i,108,0,108,10,i
大化革新,Nba,1,nz,3,1,3,1,nz
大千世界,Ncb,2,nz,66,2,66,8,nz
大半午,Nad,0,t,3,0,3,0,t
大半天,Nad,9,t,85,9,85,16,t
大半生,Nad,9,n,36,9,36,11,n
大卷,Nac,0,m,3,0,3,0,m
大叔,Nab,5,n,283,5,283,32,n
大可不必,"Dbab, VH11","8, 1",d,87,9,87,25,d
大吃一驚,VH11,34,i,1033,34,1033,133,i
大吉,VH11,1,nr,68,1,68,7,nr
大吉大利,VH11,0,nz,39,0,39,3,nz
大同,VH11,42,d,563,42,563,94,d
大同世界,Ncb,3,nz,10,3,10,3,nz
大同區,Nca,9,n,3,9,3,8,n
大同商專,Nca,0,nt,3,0,3,0,nt
大同小異,VH11,21,i,129,21,129,31,i
大同盆地,Nca,0,ns,3,0,3,0,ns
大同縣,Nca,0,ns,3,0,3,0,ns
大名,Nad,22,m,838,22,838,103,m
大名府,Nca,0,n,3,0,3,0,n
大名鼎鼎,VH11,11,i,174,11,174,27,i
大君,Nab,0,n,9,0,9,0,n
大吹大擂,VA4,1,i,30,1,30,3,i
大哥,Nab,181,n,3062,181,3062,469,n
大哥大,Nab,56,ns,83,56,83,58,ns
大喊,VE2,37,v,286,37,286,61,v
大喜過望,VH21,2,i,113,2,113,13,i
大器,Nad,4,n,96,4,96,13,n
大器小用,VH11,0,l,3,0,3,0,l
大器晚成,VH11,0,nz,18,0,18,1,nz
大嚷,VE2,1,v,3,1,3,1,v
大四,Nad,48,m,153,48,153,58,m
大國,Ncb,36,ns,1739,36,1739,206,ns
大園,Nab,0,n,3,0,3,0,n
大團圓,VH11,5,n,32,5,32,7,n
大地,Nab,216,n,1657,216,1657,360,n
大地春回,VH11,1,i,2,1,2,1,i
大型,Nad,588,b,6672,588,6672,1196,b
大埔,Nca,7,ns,24,7,24,8,ns
大塊頭,Nab,0,d,13,0,13,1,d
大多,Dab,3,m,3246,3,3246,327,m
大多數,Neqa,353,m,3609,353,3609,678,m
大夢初醒,VH11,3,i,12,3,12,3,i
大夥,Nhab,53,n,706,53,706,118,n
大夥兒,Nhab,41,"r, z","1039, 3",41,1042,"140, 0","r, z"
大大小小,VH11,53,z,479,53,479,95,z
大夫,Nab,62,n,2205,62,2205,276,n
大失所望,VH21,9,i,84,9,84,16,i
大好時光,Nad,0,l,3,0,3,0,l
大好時機,Nac,8,l,3,8,3,7,l
大姆指,Nab,0,nz,3,0,3,0,nz
大姆指頭,Nab,0,nz,3,0,3,0,nz
大姐,Nab,8,n,704,8,704,77,n
大姓,Nac,4,n,83,4,83,11,n
大姨子,Nab,0,nr,4,0,4,0,nr
大娘,Nab,0,n,301,0,301,30,n
大媒,Nad,0,n,3,0,3,0,n
大媽,Nab,19,n,728,19,728,89,n
大嫂,Nab,21,n,422,21,422,61,n
大嫂子,Nab,0,n,47,0,47,4,n
大嬸兒,Nab,2,nr,26,2,26,4,nr
大字,Nac,21,n,755,21,755,94,n
