file,no,content,a,b,c,d,e,ans
2016-08-09-21-44-01.txt,4,自飾非凡～備受矚目︽⊙＿⊙︽蜜 #04是很適合做一個 臥蠶或是眼皮上做一個亮點的時,水潤面膜,型號,淨膚儀,精雕,眼影,e
2016-08-09-21-44-01.txt,5,台中市區車程較近，中部朋友不需要舟車勞頓開至︽⊙＿⊙︽人擠人，園區內提供其他設施及住,小港機場,冰雹,武陵農場,大庭牛肉麵,假花,c
2016-08-09-22-46-10.txt,1,︽⊙＿⊙︽，外觀是日式平房。其前身是安平出張所。2010年結合當地的鹽產業文化，命名為＜︽⊙＿⊙︽＞,小便宜,夕遊出張所,專心,水楊酸,車窗,b
2016-08-09-22-46-10.txt,2,金石堂網路︽⊙＿⊙︽11/4、誠品書局11/14正式上架！現在到各大書局都可以買到書，如果找不到，再麻煩跟店員說一聲喔,書店,冬山,絲光,小油,冰雪,a
2016-08-09-22-46-10.txt,3,搭乘花蓮客運1131班次，於︽⊙＿⊙︽二下車，下車後步行中山路三段，過了花見幸福民宿後，於大山橋前左轉沿著堤岸直行，可見白雲步道指示,慶豐,高美濕地,道路,大坡池,意度,a
2016-08-09-22-46-10.txt,4,『進昌咖啡烘焙館』真的是位在︽⊙＿⊙︽間，如果是假日前往的話，停車可能會是一個問題,麗景,東港華僑市場,十三行博物館,田中,阿勇,d
2016-08-09-22-46-10.txt,5,"""麵包與巧克力倉庫就在隆昌路邊，很容易就可以發現。原本不知是拿來存放什麼的大倉庫，搖身一變，看起來僅僅是換了倉庫的門與窗戶，但就像是被魔法棒點過一樣，活了起來。男主人是外國人，女主人是台灣人，我不知道他們過往的故事，但是我想他門和很多移民︽⊙＿⊙︽的人一樣，都是愛上了這裡的土地與環境，才決定落地生根在這裡。確實，隆昌是個不熱鬧但適合生活的好地方""",閩南書院,玩水,瓜瓜,台東,四草大橋,d
2016-08-09-23-48-19.txt,1,加上慢慢找到了比較適合自己膚質的︽⊙＿⊙︽，現在的肌膚狀況真的比年輕時穩定的多了,王宮,保養品,風貌,巧心酥,異人,b
2016-08-09-23-48-19.txt,3,剛開始我以為日本研發製造的︽⊙＿⊙︽應該不便宜  結果出乎意料的好親民阿！！！,戀愛魔鏡,心機,cosme,汗水,保養品,e
2016-08-09-23-48-19.txt,4,宜蘭民宿真的愈來愈不一樣了!! 這家位於︽⊙＿⊙︽畔的悠悅光民宿，是個品味獨具、氣度非凡的優質渡假好選擇。內部陳設低調奢華，高規格的設計加上開放透明的空間、讓人一進來就有種無拘無束放鬆悠閒的感覺，加上附近︽⊙＿⊙︽畔湖光山色、景色怡人，來這裏遊玩，美景加美宿，絕對是旅途中的美麗回,梅花湖,中壢,欄杆,雜草,環河,a
2016-08-09-23-48-19.txt,2,從去年開始，︽⊙＿⊙︽ last就有推出跟迪士尼聯名合作的米妮限定版蜜粉，因為非常熱銷，所以今年又追加推出妝前乳,絨面,耳聞,蛋花,clear,柴魚,d
2016-08-09-23-48-19.txt,5,中午先去︽⊙＿⊙︽吃粄條，吃完才順路繞進來，第一次開進這條小路，沿路好多柿餅店啊,知本,萬華,東部,晨間,新埔,e
2016-08-10-00-50-30.txt,2,葡萄籽精華露：這瓶我已用到第三瓶了，它針對指緣甘皮的軟化和滋潤很有幫助，甚至是女性因為長期穿包鞋或高跟鞋而產生的厚繭也有所幫助，每次擦完它，我的指緣彷彿喝了5000公升的保濕︽⊙＿⊙︽一樣，不再乾巴巴的了！夏天穿上涼鞋，露出腳指頭也不再害羞,牛山,化妝水,電動車,肢體,管線,b
2016-08-10-00-50-30.txt,1,還有泡湯池可以享受著，看到窗外的︽⊙＿⊙︽，這樣的景緻可以讓人大大的放鬆，這是在都市裡感受不到的樂趣，下次來到花蓮壽豐鄉，可以來到小雨蛙體驗農村的樂趣呦,小件,蓮花池,屁屁,方格,線筆,b
2016-08-10-00-50-30.txt,3,"古廟慶元宮正在整修,這可是開蘭媽祖廟喔!布條上還介紹期待媽祖廟回復往日風華繼續為孩子們訴說著︽⊙＿⊙︽老街與石港春帆的故事",烤鴨,台中新社,百里香牛肉麵,頭城,若宮,d
2016-08-10-00-50-30.txt,5,︽⊙＿⊙︽的燈塔不叫王功燈塔，而是芳苑燈塔，跟一般純白燈塔不一樣的地方是芳苑燈塔是黑白相間的條紋，因為芳苑燈塔並不是在岸邊，用這個顏色是為了讓漁船容易辨別，不會被誤導靠岸，而這個黑白燈塔也成為這裡的一大亮點,老元香,盛夏,蘭嶼旅遊,蘆洲,王功漁港,e
2016-08-10-00-50-30.txt,4,前陣子經過東區︽⊙＿⊙︽ ︽⊙＿⊙︽台灣好像也要開了   正在裝潢中  應該不久就會跟大家say hello,角色,erastase,安朵,cleansing,holika,e
2016-08-10-01-52-38.txt,1,很想約人，但太遠，騎機車載人又太冷，找人開車對司機又不好意思，光車程來回6小時，就自己速去速回，3點要趕去︽⊙＿⊙︽看電影-挪威的森林,西門町,智恩寺,脆口,媽媽,濕地,a
2016-08-10-01-52-38.txt,2,︽⊙＿⊙︽的燕子口有個印地安人頭像，這兒則據說有︽⊙＿⊙︽酋長頭像，但我們並未找到正確位置,野口,缺點,台塑,太魯閣,金屬,d
2016-08-10-01-52-38.txt,3,或是擦除不小心沾到︽⊙＿⊙︽的皮膚也可以直接使用mdmmd.極緻水漾除彩液，還蠻好清除的,prada,靴子,指甲油,cleansing,蛋型,c
2016-08-10-01-52-38.txt,4,************************ 本文為︽⊙＿⊙︽邀稿 ***********************,小木馬,理想大地,葉記,新湖,阿灶伯,b
2016-08-10-01-52-38.txt,5,我們住在埔里︽⊙＿⊙︽的稻湘村民宿，司機駕駛功力一流，狹窄的山路依然開得很妥當，一到民宿我們先卸下單車，把車組好,儲水,外婆,橋頭,錦記,山上,e
